title;author;booklink;ratingscount;rating;genre1;genre2;genre3;genre4
Silent Creed (Ryder Creed, #2);Alex Kava;https://goodreads.com/book/show/23398836-silent-creed;3042;4,11;Mystery;Thriller;Suspense;Fiction
The Invisible Library (The Invisible Library, #1);Genevieve Cogman;https://goodreads.com/book/show/21416690-the-invisible-library;30063;3,74;Fantasy;Fiction;Science Fiction;Steampunk
The Young Elites (The Young Elites, #1);Marie Lu;https://goodreads.com/book/show/20821111-the-young-elites;92059;3,91;Fantasy;Young Adult;Science Fiction;Dystopia
Black Sun: Aryan Cults, Esoteric Nazism, and the Politics of Identity (Paperback);Nicholas Goodrick-Clarke;https://goodreads.com/book/show/213804.Black_Sun;261;3,77;History;Politics;Nonfiction;Occult
Ruler of the Night (Thomas De Quincey #3);David Morrell;https://goodreads.com/book/show/29467261-ruler-of-the-night;1055;4,04;Mystery;Historical;Historical Fiction;Fiction
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback);Terry Pratchett;https://goodreads.com/book/show/12067.Good_Omens;419430;4,25;Fantasy;Fiction;Humor;Fantasy
Of Fire and Stars (Of Fire and Stars, #1);Audrey Coulthurst;https://goodreads.com/book/show/25164304-of-fire-and-stars;10532;3,74;Fantasy;Young Adult;LGBT;Romance
The Rose & the Dagger (Hardcover);Renée Ahdieh;https://goodreads.com/book/show/23308084-the-rose-the-dagger;45822;4,15;Fantasy;Young Adult;Romance;Retellings
Night School (Jack Reacher #21);Lee Child;https://goodreads.com/book/show/28077464-night-school;44447;3,97;Thriller;Fiction;Mystery;Mystery
Worth Dying For (Jack Reacher, #15);Lee Child;https://goodreads.com/book/show/8357992-worth-dying-for;67901;4,22;Thriller;Fiction;Mystery;Mystery
The Caretaker (Ranjit Singh, #1);A.X. Ahmad;https://goodreads.com/book/show/16045062-the-caretaker;915;3,55;Fiction;Mystery;Thriller;Suspense
Closer to the Chest (The Herald Spy, #3);Mercedes Lackey;https://goodreads.com/book/show/28534084-closer-to-the-chest;2295;4,09;Fantasy;Fiction;Fantasy;Magic
The Whistler (The Whistler, #1);John Grisham;https://goodreads.com/book/show/29354916-the-whistler;63673;3,85;Fiction;Mystery;Thriller;Mystery
Surrender (Careless Whispers #3);Lisa Renee Jones;https://goodreads.com/book/show/29432740-surrender;1471;4,37;Romance;Suspense;Romance;Romantic Suspense
Underground Airlines (Paperback);Ben H. Winters;https://goodreads.com/book/show/32940838-underground-airlines;20287;3,84;Fiction;Science Fiction;Science Fiction;Alternate History
Jackaby (Jackaby, #1);William Ritter;https://goodreads.com/book/show/20312462-jackaby;20067;3,83;Fantasy;Mystery;Young Adult;Historical
Much Ado About Nothing (Paperback);William Shakespeare;https://goodreads.com/book/show/12957.Much_Ado_About_Nothing;199998;4,06;Classics;Plays;Fiction;Drama
The Cocky Thief (Stolen Hearts, #1);Mallory Crowe;https://goodreads.com/book/show/33225414-the-cocky-thief;350;4,03;Romance;Romance;Contemporary Romance;Suspense
The Nowhere Man (Orphan X #2);Gregg Hurwitz;https://goodreads.com/book/show/40996287-the-nowhere-man;12961;4,11;Thriller;Fiction;Mystery;Suspense
1636: The Ottoman Onslaught (Hardcover);Eric Flint;https://goodreads.com/book/show/29430685-1636;652;4,18;Science Fiction;Alternate History;Science Fiction;Historical
Daughter of the Pirate King (Daughter of the Pirate King, #1);Tricia Levenseller;https://goodreads.com/book/show/33643994-daughter-of-the-pirate-king;24098;3,99;Fantasy;Young Adult;Romance;Adventure
The Scourge (Hardcover);Jennifer A. Nielsen;https://goodreads.com/book/show/28669595-the-scourge;2838;3,90;Fantasy;Childrens;Middle Grade;Young Adult
A Thousand Pieces of You (Firebird, #1);Claudia Gray;https://goodreads.com/book/show/17234658-a-thousand-pieces-of-you;40806;3,92;Young Adult;Science Fiction;Fantasy;Romance
Propaganda (Paperback);Edward L. Bernays;https://goodreads.com/book/show/493212.Propaganda;3073;3,87;Politics;Nonfiction;Psychology;Sociology
The Burial Hour (Lincoln Rhyme, #13);Jeffery Deaver;https://goodreads.com/book/show/31423445-the-burial-hour;7864;3,87;Mystery;Fiction;Thriller;Mystery
Tightrope (Marian Sutro, #2);Simon Mawer;https://goodreads.com/book/show/25380711-tightrope;1812;3,76;Historical;Historical Fiction;Fiction;Thriller
Sekret Machines: Gods An Official Investigation of the UFO Phenomenon (Gods, Man & War);Tom DeLonge;https://goodreads.com/book/show/32505811-sekret-machines;228;3,61;Fantasy;Paranormal;Science Fiction;Aliens
Exit Strategy (Nick Mason, #2);Steve Hamilton;https://goodreads.com/book/show/31456477-exit-strategy;1894;3,78;Thriller;Fiction;Mystery;Crime
Magic for Nothing (InCryptid, #6);Seanan McGuire;https://goodreads.com/book/show/30712676-magic-for-nothing;3196;4,23;Fantasy;Urban Fantasy;Fantasy;Fantasy
One of Us Is Lying (One of Us is Lying, #1);Karen M. McManus;https://goodreads.com/book/show/32571395-one-of-us-is-lying;112251;4,06;Young Adult;Mystery;Contemporary;Fiction
Blood for Blood (Wolf By Wolf, #2);Ryan Graudin;https://goodreads.com/book/show/26864835-blood-for-blood;5861;4,32;Historical;Historical Fiction;Young Adult;Fantasy
Flame in the Mist (Flame in the Mist, #1);Renée Ahdieh;https://goodreads.com/book/show/23308087-flame-in-the-mist;26555;3,93;Fantasy;Young Adult;Romance;Retellings
A Gathering of Shadows (Shades of Magic, #2);V.E. Schwab;https://goodreads.com/book/show/20764879-a-gathering-of-shadows;75147;4,31;Fantasy;Young Adult;Fiction;Fantasy
Nighthawk (NUMA Files, #14);Clive Cussler;https://goodreads.com/book/show/32310843-nighthawk;4698;4,25;Adventure;Thriller;Fiction;Action
Waking Gods (Themis Files, #2);Sylvain Neuvel;https://goodreads.com/book/show/30134847-waking-gods;26326;4,06;Science Fiction;Fiction;Fantasy;Audiobook
Critical Path (Paperback);R. Buckminster Fuller;https://goodreads.com/book/show/190038.Critical_Path;903;4,26;Nonfiction;Philosophy;Science;Design
And Then There Were Four (Audio CD);Nancy Werlin;https://goodreads.com/book/show/32074843-and-then-there-were-four;893;3,36;Young Adult;Mystery;Thriller;Contemporary
Silent Fear (Kindle Edition);Lance Morcan;https://goodreads.com/book/show/40180265-silent-fear;196;4,21;Mystery;Thriller;Mystery;Crime
The Switch (Hardcover);Joseph Finder;https://goodreads.com/book/show/32673427-the-switch;4243;3,76;Thriller;Fiction;Mystery;Suspense
A Very English Scandal: Sex, Lies, and a Murder Plot at the Heart of the Establishment (Kindle Edition);John  Preston;https://goodreads.com/book/show/40671717-a-very-english-scandal;2627;4,12;Nonfiction;History;Politics;Crime
A Game of Ghosts (Charlie Parker, #15);John Connolly;https://goodreads.com/book/show/31351922-a-game-of-ghosts;3996;4,27;Horror;Mystery;Thriller;Fiction
The Pentagon's Brain: An Uncensored History of DARPA, America's Top-Secret Military Research Agency (Hardcover);Annie Jacobsen;https://goodreads.com/book/show/24396871-the-pentagon-s-brain;1816;3,87;History;Nonfiction;Science;War
The Stars My Destination (Paperback);Alfred Bester;https://goodreads.com/book/show/333867.The_Stars_My_Destination;38048;4,11;Science Fiction;Fiction;Classics;Science Fiction Fantasy
Undisclosed (Hardcover);Steve Alten;https://goodreads.com/book/show/34775117-undisclosed;239;3,77;Science Fiction;Thriller;Mystery;Fiction
Indigo (Hardcover);Charlaine Harris;https://goodreads.com/book/show/31450855-indigo;746;2,82;Fantasy;Urban Fantasy;Fantasy;Mystery
Secret Societies...and How They Affect Our Lives Today (Hardcover);Sylvia Browne;https://goodreads.com/book/show/601734.Secret_Societies_and_How_They_Affect_Our_Lives_Today;640;3,50;Nonfiction;Spirituality;Fantasy;Paranormal
House of Spies (Gabriel Allon #17);Daniel Silva;https://goodreads.com/book/show/31371230-house-of-spies;17790;4,33;Thriller;Fiction;Mystery;Spy Thriller
Besieged (The Iron Druid Chronicles #4.1, 4.2, 4.6, 4.7, 8.1, 8.2, 8.6, 8.7, 8.9);Kevin Hearne;https://goodreads.com/book/show/32714413-besieged;4352;4,22;Fantasy;Fantasy;Urban Fantasy;Short Stories
The Power Elite (Paperback);C. Wright Mills;https://goodreads.com/book/show/222863.The_Power_Elite;1116;4,13;Sociology;Politics;Nonfiction;History
Clear and Present Danger (Jack Ryan Universe, #6);Tom Clancy;https://goodreads.com/book/show/32669.Clear_and_Present_Danger;120693;4,10;Fiction;Thriller;Spy Thriller;Espionage
The Warren Commission Report: The Official Report of the President's Commission on the Assassination of President John F. Kennedy (Hardcover);Warren Commission;https://goodreads.com/book/show/255045.The_Warren_Commission_Report;763;3,36;History;Nonfiction;North American Hi...;American History
The Brothers: John Foster Dulles, Allen Dulles & Their Secret World War (Hardcover);Stephen Kinzer;https://goodreads.com/book/show/17286725-the-brothers;2283;4,06;History;Biography;Nonfiction;Politics
The X-Files: Trust No One (Paperback);Jonathan Maberry;https://goodreads.com/book/show/23676484-the-x-files;751;3,70;Science Fiction;Horror;Short Stories;Audiobook
Grey Wolf: The Escape of Adolf Hitler (Hardcover);Simon Dunstan;https://goodreads.com/book/show/11698334-grey-wolf;815;3,63;History;Nonfiction;War;World War II
Conspiracy (Giordano Bruno, #5);S.J. Parris;https://goodreads.com/book/show/21067255-conspiracy;1437;4,14;Historical;Historical Fiction;Mystery;Historical
Children of the Fleet (Fleet School #1);Orson Scott Card;https://goodreads.com/book/show/33517540-children-of-the-fleet;2251;3,61;Science Fiction;Fiction;Young Adult;Audiobook
A Brief History of Seven Killings (Hardcover);Marlon James;https://goodreads.com/book/show/20893314-a-brief-history-of-seven-killings;23201;3,87;Fiction;Historical;Historical Fiction;Literary Fiction
Trace (Joe Gunther #28);Archer Mayor;https://goodreads.com/book/show/34884751-trace;462;4,06;Mystery;Fiction;Mystery;Crime
The CIA's Greatest Hits (Paperback);Mark Zepezauer;https://goodreads.com/book/show/187574.The_CIA_s_Greatest_Hits;122;3,67;Nonfiction;History;Politics;North American Hi...
Haven (Hardcover);Mary Lindsey;https://goodreads.com/book/show/34027316-haven;526;3,84;Young Adult;Fantasy;Fantasy;Paranormal
Unacknowledged: An Expose Of The World's Greatest Secret (Kindle Edition);Steven M. Greer;https://goodreads.com/book/show/34902449-unacknowledged;392;4,21;Nonfiction;Science Fiction;Aliens;Science
When They Come for You (Audio CD);James W. Hall;https://goodreads.com/book/show/34204763-when-they-come-for-you;5791;3,82;Thriller;Mystery;Fiction;Suspense
The Occult Technology of Power: The Initiation of the Son of a Finance Capitalist Into the Arcane Secrets of Economic and Political Power (Paperback);The Transcriber;https://goodreads.com/book/show/32145102-the-occult-technology-of-power;10;4,10;Psychology;Science;Religion;Politics
Borne (Borne #1);Jeff VanderMeer;https://goodreads.com/book/show/31451186-borne;17534;3,91;Science Fiction;Fiction;Fantasy;Science Fiction
The Jews and Their Lies (Paperback);Martin Luther;https://goodreads.com/book/show/1110423.The_Jews_and_Their_Lies;201;2,86;Religion;Religion;Judaism;Religion
"Two Kinds of Truth (Harry Bosch, #20; Harry Bosch Universe, #30)";Michael Connelly;https://goodreads.com/book/show/34390820-two-kinds-of-truth;35057;4,32;Mystery;Fiction;Mystery;Crime
The Poacher's Son (Mike Bowditch, #1);Paul Doiron;https://goodreads.com/book/show/6905079-the-poacher-s-son;5305;3,78;Mystery;Fiction;Thriller;Mystery
They All Love Jack: Busting the Ripper (Hardcover);Bruce Robinson;https://goodreads.com/book/show/22693213-they-all-love-jack;733;3,75;Crime;True Crime;Nonfiction;History
Typhoon Fury (The Oregon Files, #12);Clive Cussler;https://goodreads.com/book/show/34329091-typhoon-fury;3889;4,27;Fiction;Adventure;Thriller;Action
Strong to the Bone (Caitlin Strong, #9);Jon Land;https://goodreads.com/book/show/33517563-strong-to-the-bone;130;3,91;Thriller;Fiction;Suspense;Mystery
The First Fifteen Lives of Harry August (Kindle Edition);Claire North;https://goodreads.com/book/show/35066358-the-first-fifteen-lives-of-harry-august;53449;4,04;Science Fiction;Fiction;Fantasy;Science Fiction
The Cthulhu Wars: The United States’ Battles Against the Mythos (Paperback);Kenneth Hite;https://goodreads.com/book/show/23278632-the-cthulhu-wars;97;3,72;Horror;Science Fiction;Alternate History;Fiction
Promise Not to Tell (Cutler, Sutter & Salinas #2);Jayne Ann Krentz;https://goodreads.com/book/show/34298149-promise-not-to-tell;5259;4,08;Romance;Mystery;Romance;Romantic Suspense
The Store (Audio CD);James Patterson;https://goodreads.com/book/show/32603500-the-store;7134;3,23;Fiction;Thriller;Mystery;Audiobook
"The Wanted (Elvis Cole, #17; Joe Pike, #6)";Robert Crais;https://goodreads.com/book/show/32336273-the-wanted;8697;4,19;Mystery;Fiction;Thriller;Mystery
Killman Creek (Stillhouse Lake, #2);Rachel Caine;https://goodreads.com/book/show/35329101-killman-creek;26843;4,28;Thriller;Mystery;Fiction;Thriller
Grey Mask (Miss Silver, #1);Patricia Wentworth;https://goodreads.com/book/show/1644404.Grey_Mask;3728;3,72;Mystery;Fiction;Mystery;Crime
The Cold Between (Central Corps, #1);Elizabeth Bonesteel;https://goodreads.com/book/show/25817527-the-cold-between;1119;3,61;Science Fiction;Romance;Mystery;Space
Selling Sickness: How the World's Biggest Pharmaceutical Companies are Turning Us All into Patients (Hardcover);Ray Moynihan;https://goodreads.com/book/show/847591.Selling_Sickness;332;3,80;Nonfiction;Health;Science;Medical
The Day the Earth Stands Still: Unmasking the Old Gods Behind ETs, UFOs, and the Official Disclosure Movement (Paperback);Derek P Gilbert;https://goodreads.com/book/show/36952095-the-day-the-earth-stands-still;31;4,00;Religion;Nonfiction;Paranormal;Demons
The Gray Ghost (Fargo Adventure, #10);Clive Cussler;https://goodreads.com/book/show/36230132-the-gray-ghost;2952;4,08;Adventure;Fiction;Mystery;Thriller
Twisted Prey (Lucas Davenport, #28);John Sandford;https://goodreads.com/book/show/36140457-twisted-prey;14982;4,39;Mystery;Thriller;Fiction;Mystery
Play Dead (Paperback);Harlan Coben;https://goodreads.com/book/show/215238.Play_Dead;12453;3,76;Mystery;Thriller;Fiction;Mystery
Was Jonestown a CIA Medical Experiment?: A Review of the Evidence (Hardcover);Michael Meiers;https://goodreads.com/book/show/853807.Was_Jonestown_a_CIA_Medical_Experiment_;12;4,33;Science;Biology;Psychology;Politics
The Woman in the Woods (Charlie Parker, #16);John Connolly;https://goodreads.com/book/show/35628855-the-woman-in-the-woods;4273;4,20;Mystery;Horror;Thriller;Fiction
Hall of Mirrors (Bryant & May #15);Christopher Fowler;https://goodreads.com/book/show/35535417-hall-of-mirrors;710;4,00;Mystery;Fiction;Mystery;Crime
The Other Woman (Gabriel Allon, #18);Daniel Silva;https://goodreads.com/book/show/36421604-the-other-woman;14088;4,18;Fiction;Thriller;Mystery;Spy Thriller
Keepers of the Kalachakra (Kindle Edition);Ashwin Sanghi;https://goodreads.com/book/show/36982571-keepers-of-the-kalachakra;2065;3,75;Fiction;Mystery;Asian Literature;Indian Literature
The Jury Master (David Sloane, #1);Robert Dugoni;https://goodreads.com/book/show/215669.The_Jury_Master;5614;4,00;Mystery;Fiction;Thriller;Suspense
Interred with Their Bones (Kate Stanley, #1);Jennifer Lee Carrell;https://goodreads.com/book/show/4332646-interred-with-their-bones;6676;3,42;Mystery;Fiction;Historical;Historical Fiction
Shadow Play: The Unsolved Murder of Robert F. Kennedy (Paperback);William Klaber;https://goodreads.com/book/show/34964994-shadow-play;36;4,11;Nonfiction;History;Crime;True Crime
Hitler's Pope: The Secret History of Pius XII (Paperback);John Cornwell;https://goodreads.com/book/show/54278.Hitler_s_Pope;1230;3,58;Nonfiction;History;Religion;Biography
Pale Horse Rider: William Cooper, the Rise of Conspiracy, and the Fall of Trust in America (ebook);Mark Jacobson;https://goodreads.com/book/show/40903214-pale-horse-rider;95;3,97;Biography;Nonfiction;American;Americana
Trail of Lightning (The Sixth World, #1);Rebecca Roanhorse;https://goodreads.com/book/show/36373298-trail-of-lightning;8645;4,05;Fantasy;Fantasy;Urban Fantasy;Fiction
The Sinners (Quinn Colson, #8);Ace Atkins;https://goodreads.com/book/show/36575595-the-sinners;1021;4,00;Mystery;Fiction;Mystery;Crime
The Hellfire Club (ebook);Jake Tapper;https://goodreads.com/book/show/34329347-the-hellfire-club;5067;3,54;Fiction;Historical;Historical Fiction;Thriller
Angelology (Angelology, #1);Danielle Trussoni;https://goodreads.com/book/show/6691426-angelology;15776;3,42;Fantasy;Fiction;Paranormal;Angels
The Adventures of Sherlock Holmes (Sherlock Holmes, #3);Arthur Conan Doyle;https://goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes;214594;4,31;Classics;Mystery;Fiction;Short Stories
Alt Truths (ebook);Alec Birri;https://goodreads.com/book/show/36425280-alt-truths;25;4,04;Science Fiction;Dystopia;Thriller;Speculative Fiction
Ninefox Gambit (The Machineries of Empire, #1);Yoon Ha Lee;https://goodreads.com/book/show/26118426-ninefox-gambit;10394;3,83;Science Fiction;Fiction;Space;Space Opera
The Memoirs of Sherlock Holmes (Sherlock Holmes, #4);Arthur Conan Doyle;https://goodreads.com/book/show/194373.The_Memoirs_of_Sherlock_Holmes;74711;4,32;Mystery;Classics;Fiction;Short Stories
Smoke and Iron (The Great Library, #4);Rachel Caine;https://goodreads.com/book/show/34408304-smoke-and-iron;2665;4,22;Fantasy;Young Adult;Fiction;Science Fiction
Believe Me (Kindle Edition);J.P. Delaney;https://goodreads.com/book/show/36399240-believe-me;10313;3,67;Thriller;Mystery;Fiction;Suspense
Since We Fell (Hardcover);Dennis Lehane;https://goodreads.com/book/show/31751571-since-we-fell;25578;3,61;Fiction;Mystery;Thriller;Thriller
Obscura (Kindle Edition);Joe Hart;https://goodreads.com/book/show/36440711-obscura;2450;4,08;Science Fiction;Thriller;Mystery;Horror
Libido Dominandi: Sexual Liberation and Political Control (Paperback);E. Michael Jones;https://goodreads.com/book/show/1449354.Libido_Dominandi;77;4,27;History;Philosophy;Politics;Psychology
Lovecraft Country (ebook);Matt Ruff;https://goodreads.com/book/show/25109947-lovecraft-country;10666;4,06;Horror;Fantasy;Fiction;Historical
An Easy Death (Gunnie Rose, #1);Charlaine Harris;https://goodreads.com/book/show/38136877-an-easy-death;4632;3,80;Fantasy;Fantasy;Urban Fantasy;Westerns
The 7½ Deaths of Evelyn Hardcastle (Hardcover);Stuart Turton;https://goodreads.com/book/show/36337550-the-7-deaths-of-evelyn-hardcastle;46704;3,96;Mystery;Fiction;Thriller;Fantasy
Knights Templar: A Secret History (Paperback);Graeme Davis;https://goodreads.com/book/show/17288805-knights-templar;37;3,70;History;Nonfiction;Fantasy;Mythology
Bury the Lead (Joe Gunther #29);Archer Mayor;https://goodreads.com/book/show/37638079-bury-the-lead;350;3,89;Mystery;Fiction;Mystery;Crime
The Bartered Brides (Elemental Masters, #13);Mercedes Lackey;https://goodreads.com/book/show/37922931-the-bartered-brides;703;3,89;Fantasy;Mystery;Historical;Historical
GURPS Illuminati: The World is Stranger Than You Think (Paperback);Nigel Findley;https://goodreads.com/book/show/4244.GURPS_Illuminati;138;4,04;Games;Role Playing Games;Games;Gaming
Other Losses: An Investigation Into the Mass Deaths of German Prisoners at the Hands of the French and Americans After World War II (Paperback);James Bacque;https://goodreads.com/book/show/4178465-other-losses;69;3,68;Nonfiction;History;War;World War II
Crimes and Mercies: The Fate of German Civilians Under Allied Occupation, 1944-50 (Paperback);James Bacque;https://goodreads.com/book/show/1774913.Crimes_and_Mercies;76;4,18;History;Nonfiction;War;World War II
The Last Secret: The Delivery to Stalin of Over Two Million Russians by Britain & the United States (Hardcover);Nicholas William Bethell;https://goodreads.com/book/show/814721.The_Last_Secret;23;4,09;War;World War II;Russian History;Soviet Union
Hellstorm: The Death Of Nazi Germany, 1944-1947 (Hardcover);Thomas Goodrich;https://goodreads.com/book/show/10508578-hellstorm;134;4,23;War;World War II;History;Nonfiction
The Day Dixie Died: Southern Occupation, 1865-1866 (Hardcover);Thomas Goodrich;https://goodreads.com/book/show/780788.The_Day_Dixie_Died;27;3,70;Military History;Civil War;Politics;War
Execution by Hunger: The Hidden Holocaust (Paperback);Miron Dolot;https://goodreads.com/book/show/239874.Execution_by_Hunger;327;4,19;History;Nonfiction;Cultural;Russia
Terminal Uprising  (Janitors of the Post-Apocalypse, #2);Jim C. Hines;https://goodreads.com/book/show/36889844-terminal-uprising;468;4,19;Science Fiction;Humor;Space;Space Opera
The Three Impostors (Paperback);Arthur Machen;https://goodreads.com/book/show/59397.The_Three_Impostors;544;3,89;Horror;Fiction;Fantasy;Weird Fiction
Westside (ebook);W.M. Akers;https://goodreads.com/book/show/39937623-westside;258;3,49;Fantasy;Mystery;Historical;Historical Fiction
A History of Central Banking and the Enslavement of Mankind (Paperback);Stephen Mitford Goodson;https://goodreads.com/book/show/23366257-a-history-of-central-banking-and-the-enslavement-of-mankind;65;4,45;History;Economics;Politics;Nonfiction
To Hell or Barbados: The Ethnic Cleansing of Ireland (Paperback);Sean O'Callaghan;https://goodreads.com/book/show/1662002.To_Hell_or_Barbados;282;4,09;History;Nonfiction;Cultural;Ireland
Journey into Madness: The True Story of Secret CIA Mind Control & Medical Abuse (Hardcover);Gordon Thomas;https://goodreads.com/book/show/1050926.Journey_into_Madness;171;3,62;History;Nonfiction;Psychology;Health
A Memory Called Empire (Teixcalaan, #1);Arkady Martine;https://goodreads.com/book/show/37794149-a-memory-called-empire;1803;4,31;Science Fiction;Fiction;Space;Space Opera
The Mueller Report: Presented with Related Materials by The Washington Post (Paperback);The Washington Post;https://goodreads.com/book/show/44161076-the-mueller-report;659;4,34;Politics;Nonfiction;History;Crime
Magicians of the Gods: The Forgotten Wisdom of Earth's Lost Civilization (Hardcover);Graham Hancock;https://goodreads.com/book/show/25663548-magicians-of-the-gods;2664;4,19;History;Nonfiction;Science;History
Storm Cursed (Mercy Thompson, #11);Patricia Briggs;https://goodreads.com/book/show/25026912-storm-cursed;8870;4,48;Fantasy;Urban Fantasy;Fantasy;Fantasy
UFO Crash at Roswell (Paperback);Kevin D. Randle;https://goodreads.com/book/show/713147.UFO_Crash_at_Roswell;74;3,68;History;Nonfiction;Fantasy;Paranormal
Wrongful Death (David Sloane, #2);Robert Dugoni;https://goodreads.com/book/show/3861996-wrongful-death;3644;4,24;Mystery;Fiction;Thriller;Thriller
Day of Confession (Mass Market Paperback);Allan Folsom;https://goodreads.com/book/show/87617.Day_of_Confession;1704;3,74;Thriller;Fiction;Mystery;Suspense
50 Things You're Not Supposed to Know (Paperback);Russ Kick;https://goodreads.com/book/show/64873.50_Things_You_re_Not_Supposed_to_Know;498;3,34;Nonfiction;Politics;History;Reference
Right Where You Are Sitting Now (Paperback);Robert Anton Wilson;https://goodreads.com/book/show/137044.Right_Where_You_Are_Sitting_Now;543;3,87;Nonfiction;Philosophy;Writing;Essays
The Amber Room (Paperback);Steve Berry;https://goodreads.com/book/show/5369.The_Amber_Room;20818;3,85;Thriller;Fiction;Mystery;Historical
The Encyclopedia of Conspiracies and Conspiracy Theories (Paperback);Michael    Newton;https://goodreads.com/book/show/361820.The_Encyclopedia_of_Conspiracies_and_Conspiracy_Theories;22;3,55;Reference;Nonfiction;Crime;True Crime
I Could Tell You But Then You Would Have to be Destroyed by Me: Emblems from the Pentagon's Black World (Hardcover);Trevor Paglen;https://goodreads.com/book/show/2103000.I_Could_Tell_You_But_Then_You_Would_Have_to_be_Destroyed_by_Me;328;3,95;Nonfiction;History;Art;War
Illuminati Papers (Paperback);Robert Anton Wilson;https://goodreads.com/book/show/4241.Illuminati_Papers;748;3,83;Philosophy;Fiction;Psychology;Writing
The Rough Guide to Conspiracy Theories 1 (Paperback);James McConnachie;https://goodreads.com/book/show/361818.The_Rough_Guide_to_Conspiracy_Theories_1;170;3,52;Nonfiction;History;Reference;Politics
The Runaway Jury (Paperback);John Grisham;https://goodreads.com/book/show/24192.The_Runaway_Jury;245249;3,97;Fiction;Thriller;Mystery;Mystery
The Street Lawyer (Paperback);John Grisham;https://goodreads.com/book/show/5351.The_Street_Lawyer;94605;3,83;Fiction;Thriller;Mystery;Thriller
The Hunt for Red October (Jack Ryan Universe, #4);Tom Clancy;https://goodreads.com/book/show/19691.The_Hunt_for_Red_October;310056;4,05;Fiction;Thriller;Mystery;Suspense
The Invisibles, Vol. 6: Kissing Mister Quimper (Paperback);Grant Morrison;https://goodreads.com/book/show/22406.The_Invisibles_Vol_6;3859;4,24;Sequential Art;Comics;Sequential Art;Graphic Novels
The Ambler Warning (Paperback);Robert Ludlum;https://goodreads.com/book/show/31229.The_Ambler_Warning;9694;3,72;Fiction;Thriller;Mystery;Spy Thriller
Point of Impact (Bob Lee Swagger, #1);Stephen Hunter;https://goodreads.com/book/show/127712.Point_of_Impact;13958;4,26;Thriller;Fiction;Mystery;Action
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology (Paperback);Nick Cook;https://goodreads.com/book/show/22198.The_Hunt_for_Zero_Point;464;4,10;Science;Nonfiction;History;Science
Soulless (Parasol Protectorate, #1);Gail Carriger;https://goodreads.com/book/show/6381205-soulless;87783;3,91;Science Fiction;Steampunk;Fantasy;Romance
Quantum Psychology: How Brain Software Programs You & Your World (Paperback);Robert Anton Wilson;https://goodreads.com/book/show/62558.Quantum_Psychology;2140;4,23;Psychology;Nonfiction;Philosophy;Science
The Man Who Was Thursday: A Nightmare (Paperback);G.K. Chesterton;https://goodreads.com/book/show/184419.The_Man_Who_Was_Thursday;27035;3,84;Fiction;Classics;Mystery;Fantasy
Project Beta: The Story of Paul Bennewitz, National Security, and the Creation of a Modern UFO Myth (Paperback);Greg Bishop;https://goodreads.com/book/show/1379244.Project_Beta;73;3,92;Fantasy;Paranormal;Science Fiction;Aliens
Shift (Gate of Orpheus Trilogy #1);Tim Kring;https://goodreads.com/book/show/8325686-shift;249;2,99;Fiction;Science Fiction;Historical;Historical
The Library of Shadows (Paperback);Mikkel Birkegaard;https://goodreads.com/book/show/6489636-the-library-of-shadows;3017;3,39;Mystery;Fantasy;Fiction;Thriller
The Traveler (Fourth Realm, #1);John Twelve Hawks;https://goodreads.com/book/show/80754.The_Traveler;10188;3,83;Fantasy;Fiction;Science Fiction;Thriller
Declare (Paperback);Tim Powers;https://goodreads.com/book/show/190554.Declare;4661;4,02;Fantasy;Fiction;Historical;Historical Fiction
The Straw Men (Straw Men #1);Michael Marshall;https://goodreads.com/book/show/128642.The_Straw_Men;4154;3,89;Thriller;Fiction;Horror;Mystery
The Walrus Was Paul: The Great Beatle Death Clues (Paperback);R. Gary Patterson;https://goodreads.com/book/show/35268.The_Walrus_Was_Paul;449;3,73;Music;Nonfiction;Biography;Culture
100 Bullets, Vol. 11: Once Upon a Crime (Paperback);Brian Azzarello;https://goodreads.com/book/show/94518.100_Bullets_Vol_11;2605;4,05;Sequential Art;Comics;Sequential Art;Graphic Novels
100 Bullets, Vol. 9: Strychnine Lives (Paperback);Brian Azzarello;https://goodreads.com/book/show/94512.100_Bullets_Vol_9;3057;4,09;Sequential Art;Comics;Sequential Art;Graphic Novels
100 Bullets, Vol. 10: Decayed (Paperback);Brian Azzarello;https://goodreads.com/book/show/94509.100_Bullets_Vol_10;2411;4,08;Sequential Art;Comics;Sequential Art;Graphic Novels
Planetary, Volume 1: All Over the World and Other Stories (Hardcover);Warren Ellis;https://goodreads.com/book/show/209966.Planetary_Volume_1;13490;4,20;Sequential Art;Comics;Sequential Art;Graphic Novels
100 Bullets, Vol. 5: The Counterfifth Detective (Paperback);Brian Azzarello;https://goodreads.com/book/show/94516.100_Bullets_Vol_5;4114;4,11;Sequential Art;Comics;Sequential Art;Graphic Novels
Transmetropolitan, Vol. 2: Lust for Life (Paperback);Warren Ellis;https://goodreads.com/book/show/22417.Transmetropolitan_Vol_2;16393;4,34;Sequential Art;Comics;Sequential Art;Graphic Novels
